code,volume
HK.01037,0
HK.01038,0
HK.01039,0
HK.01044,0
HK.01045,0
HK.01046,0
HK.01047,0
HK.01049,0
HK.01050,0
HK.01051,0
HK.01052,0
HK.01053,0
HK.01055,0
HK.01057,0
HK.01058,0
HK.01059,0
HK.01060,0
HK.01061,0
HK.01062,0
HK.01063,0
HK.01064,0
HK.01065,0
HK.01066,0
HK.01068,0
HK.01069,0
HK.01070,0
HK.01071,0
HK.01072,0
HK.01073,0
HK.01075,0
HK.01079,0
HK.01080,0
HK.01081,0
HK.01082,0
HK.01083,0
HK.01084,0
HK.01085,0
HK.01086,0
HK.01087,0
HK.01088,0
HK.01090,0
HK.01091,0
HK.01093,648000
HK.01094,0
HK.01097,0
HK.01098,0
HK.01099,0
HK.01100,0
HK.01101,0
HK.01102,0
HK.01104,0
HK.01105,0
HK.01107,0
HK.01108,0
HK.01109,0
HK.01110,0
HK.01111,0
HK.01112,0
HK.01113,880000
HK.01114,0
HK.01115,0
HK.01116,0
HK.01117,0
HK.01118,0
HK.01119,0
HK.01120,0
HK.01121,0
HK.01122,0
HK.01123,0
HK.01124,0
HK.01125,0
HK.01126,0
HK.01127,0
HK.01128,0
HK.01129,0
HK.01130,0
HK.01132,0
HK.01133,0
HK.01134,0
HK.01137,0
HK.01138,0
HK.01140,0
HK.01141,0
HK.01142,0
HK.01145,0
HK.01146,0
HK.01147,0
HK.01148,0
HK.01150,0
HK.01152,0
HK.01153,0
HK.01156,0
HK.01157,0
HK.01159,0
HK.01160,0
HK.01161,0
HK.01162,0
HK.01163,0
HK.01164,0
HK.01165,0
HK.01166,0
HK.01167,0
HK.01168,0
HK.01170,0
HK.01171,0
HK.01172,0
HK.01173,0
HK.01176,0
HK.01177,0
HK.01179,0
HK.01180,0
HK.01181,0
HK.01182,0
HK.01183,0
HK.01184,0
HK.01186,0
HK.01187,0
HK.01188,0
HK.01191,0
HK.01193,0
HK.01195,0
HK.01196,0
HK.01198,0
HK.01199,0
HK.01200,0
HK.01201,0
HK.01202,0
HK.01203,0
HK.01204,0
HK.01205,0
HK.01206,0
HK.01208,0
HK.01209,188
HK.01211,0
HK.01213,0
HK.01215,0
HK.01216,0
HK.01217,0
HK.01218,0
HK.01220,0
HK.01221,0
HK.01222,0
HK.01223,0
HK.01224,0
HK.01225,0
HK.01226,0
HK.01228,0
HK.01229,0
HK.01231,0
HK.01232,0
HK.01233,0
HK.01234,0
HK.01235,0
HK.01236,0
HK.01237,0
HK.01238,0
HK.01239,0
HK.01240,0
HK.01241,0
HK.01243,0
HK.01244,0
HK.01245,0
HK.01247,0
HK.01250,0
HK.01251,0
HK.01252,0
HK.01253,0
HK.01255,0
HK.01257,0
HK.01258,0
HK.01259,0
HK.01260,0
HK.01262,0
HK.01265,0
HK.01268,0
HK.01269,0
HK.01270,0
HK.01271,0
HK.01272,0
HK.01273,0
HK.01274,0
HK.01276,0
HK.01277,0
HK.01278,0
HK.01280,0
HK.01281,0
HK.01282,0
HK.01283,0
HK.01284,0
HK.01285,0
HK.01286,1060000
HK.01288,247000
HK.01289,0
HK.01290,0
HK.01292,0
HK.01293,0
HK.01298,0
HK.01299,57949
HK.01300,0
HK.01301,0
HK.01302,0
HK.01303,0
HK.01304,0
HK.01305,0
HK.01308,183
HK.01310,0
HK.01312,0
HK.01313,0
HK.01314,0
HK.01315,0
HK.01316,0
HK.01317,0
HK.01318,0
HK.01319,0
HK.01321,0
HK.01323,0
HK.01326,0
HK.01327,0
HK.01328,0
HK.01330,994
HK.01332,0
HK.01333,0
HK.01334,0
HK.01335,0
HK.01336,0
HK.01338,0
HK.01339,0
HK.01340,0
HK.01341,0
HK.01342,0
HK.01343,0
HK.01345,0
HK.01346,0
HK.01347,0
HK.01348,0
HK.01349,0
HK.01351,0
HK.01354,0
HK.01355,0
HK.01357,0
HK.01358,0
HK.01359,0
HK.01361,0
HK.01362,0
HK.01364,0
HK.01368,0
HK.01370,0
HK.01371,0
HK.01372,0
HK.01373,0
HK.01375,0
HK.01376,0
HK.01377,0
HK.01378,215
HK.01379,0
HK.01380,0
HK.01382,0
HK.01384,0
HK.01385,0
HK.01388,0
HK.01389,0
HK.01392,0
HK.01393,0
HK.01395,0
HK.01396,0
HK.01397,0
HK.01398,2000032
HK.01399,0
HK.01400,0
HK.01401,0
HK.01402,0
HK.01405,0
HK.01406,0
HK.01407,0
HK.01408,0
HK.01410,0
HK.01412,0
HK.01413,0
HK.01415,0
HK.01416,0
HK.01417,0
HK.01418,0
HK.01419,0
HK.01420,0
HK.01421,0
HK.01425,0
HK.01427,0
HK.01428,0
HK.01429,0
HK.01431,0
HK.01432,0
HK.01433,0
HK.01440,0
HK.01442,0
HK.01443,0
HK.01446,0
HK.01447,0
HK.01448,0
HK.01449,0
HK.01450,0
HK.01451,0
HK.01452,0
HK.01455,0
HK.01456,0
HK.01458,0
HK.01459,0
HK.01460,0
HK.01461,0
